class,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-color,has-ring,ring-type,habitat,season 
1,3.78,1,10,7,0,2,1,11,6.11,5.12,0,0,0,0,0
1,9.14,1,2,5,0,2,0,0,9.74,10.49,1,0,0,0,0
0,1.02,1,6,6,0,1,1,6,4.49,2.39,1,0,0,2,1
0,8.0,2,2,5,0,1,0,0,3.92,19.35,3,0,0,0,0
1,3.5,3,2,10,0,1,0,0,3.18,3.6,5,0,0,5,1
0,5.83,0,2,6,0,1,1,5,5.88,4.5,8,1,1,0,2
1,3.86,0,4,3,0,6,0,2,4.44,3.26,3,0,0,2,0
1,6.6,2,2,4,1,0,0,9,4.43,12.39,8,0,0,0,0
1,10.1,1,2,5,0,2,0,0,10.22,12.64,1,0,0,0,1
0,7.2,0,5,0,1,2,0,4,7.75,14.63,1,0,0,0,1
0,4.55,5,0,6,0,1,1,9,6.25,3.51,8,0,0,0,2
0,14.41,0,1,5,0,0,0,0,9.86,24.88,1,0,0,0,2
1,3.3,5,5,5,0,1,0,6,8.56,5.22,1,1,0,2,1
0,4.98,1,2,0,0,2,0,0,6.6,3.74,1,0,0,0,1
1,1.14,0,0,3,0,1,1,0,3.25,1.74,3,0,0,0,1
0,6.97,0,5,0,1,2,0,4,7.39,14.61,1,0,0,0,0
1,8.47,1,8,10,0,6,0,4,7.23,19.1,5,0,0,0,0
0,3.82,0,2,5,0,5,0,5,4.84,9.64,4,0,0,0,1
0,10.39,6,7,5,1,4,0,2,8.35,16.19,1,1,2,4,0
0,6.14,0,2,3,0,4,0,0,6.42,12.91,0,1,3,0,1
1,7.81,0,2,5,1,2,0,7,10.14,24.58,8,0,0,0,0
0,11.72,0,3,0,0,2,0,5,7.73,22.09,1,0,0,0,1
1,0.89,5,2,0,0,1,0,6,3.23,2.53,3,1,0,2,0
0,7.48,2,2,0,0,1,0,0,5.68,14.54,1,0,0,0,2
0,2.68,0,2,1,0,1,1,0,5.42,3.9,1,0,0,0,1
0,7.79,1,2,3,0,0,0,4,2.33,14.6,1,0,0,0,2
0,5.51,0,2,3,0,2,0,0,7.87,9.36,1,1,0,0,0
1,8.34,1,2,0,0,2,0,4,6.33,16.85,0,0,0,0,0
0,14.59,0,3,5,1,4,0,5,9.42,18.28,1,1,1,1,1
0,4.29,0,2,8,0,5,0,5,5.45,11.86,4,0,0,0,1
1,3.38,0,7,7,0,1,0,11,4.1,5.22,4,0,0,0,0
1,10.66,0,2,5,0,1,1,0,12.06,33.24,1,0,0,0,0
1,6.73,6,8,3,0,1,0,2,12.63,16.11,1,0,0,0,0
1,4.78,0,2,3,0,1,0,0,3.07,12.01,0,0,0,0,0
1,6.34,0,2,6,0,0,0,0,5.24,9.67,3,0,0,0,0
1,15.43,0,4,3,1,0,1,0,7.67,33.35,1,0,0,0,0
0,10.82,0,2,5,1,1,0,0,9.54,17.5,1,1,3,0,1
1,2.22,0,0,7,0,1,0,2,5.87,2.43,3,0,0,0,1
0,8.25,2,2,0,0,1,0,0,6.63,15.98,8,0,0,0,2
1,6.1,1,6,2,0,6,0,2,4.65,10.47,10,0,0,0,0
1,9.5,0,2,10,1,2,0,5,9.16,19.42,3,0,0,0,0
0,3.32,5,8,5,0,1,0,6,7.06,3.14,1,0,0,0,1
1,2.35,0,0,5,0,1,0,0,7.76,2.49,3,0,0,0,1
1,2.75,4,2,9,0,3,2,3,3.23,15.49,3,0,0,0,1
0,4.24,2,10,5,0,3,2,3,6.36,38.39,3,0,0,4,2
0,8.2,2,2,5,0,1,0,0,3.69,19.1,3,0,0,0,0
1,14.59,0,1,5,1,5,0,4,10.75,35.63,0,0,0,0,1
1,3.39,1,2,7,0,2,0,0,4.63,5.8,1,0,0,0,0
1,3.32,4,3,6,0,3,2,3,0.0,0.0,7,1,0,0,3
1,7.72,0,6,2,0,6,0,2,4.63,10.2,10,0,0,0,0
1,13.94,0,5,5,0,6,0,2,7.66,17.06,3,0,0,0,0
1,1.97,3,2,5,0,1,0,4,7.0,2.82,0,0,0,2,1
1,4.72,5,8,5,0,1,0,9,6.66,4.57,1,0,0,0,0
1,3.38,0,7,7,0,1,0,11,4.52,6.28,4,0,0,0,0
0,5.68,0,10,3,0,0,0,2,3.25,7.15,1,0,0,2,1
0,8.75,1,2,6,0,0,0,0,2.15,13.65,1,0,0,0,2
0,15.21,1,1,6,0,0,0,0,10.04,23.52,1,0,0,4,0
0,6.7,3,2,5,0,3,2,3,5.91,19.41,3,0,0,4,3
1,3.97,5,2,5,0,2,0,2,6.63,4.54,8,0,0,1,0
1,13.91,0,1,5,1,5,0,8,10.09,30.24,0,0,0,0,1
0,6.36,0,3,10,0,1,0,0,3.43,10.43,1,0,0,0,1
0,4.1,0,2,5,0,0,0,8,5.94,7.58,6,0,0,0,0
1,0.95,0,0,3,0,1,1,0,3.14,1.51,3,0,0,0,0
0,7.19,6,2,6,0,1,0,0,5.38,11.92,8,0,0,2,0
1,7.08,1,5,5,0,2,0,0,13.71,7.6,3,0,0,0,0
1,8.28,1,2,5,0,2,0,4,6.77,17.26,0,0,0,0,0
1,5.13,0,3,0,0,1,0,4,6.72,8.41,6,0,0,2,0
0,5.66,0,3,1,0,2,0,0,6.15,9.29,3,0,0,4,2
1,18.55,1,4,3,1,0,1,0,5.03,29.75,1,0,0,0,2
0,9.14,1,2,5,1,1,0,0,13.98,21.72,1,1,3,0,0
1,6.02,6,3,6,0,1,0,9,7.06,11.66,1,1,4,2,0
0,8.63,0,2,5,1,5,0,4,7.45,21.77,3,0,0,0,1
1,11.65,0,2,5,0,4,0,0,10.57,14.38,1,1,7,0,0
0,11.57,0,2,5,1,1,0,0,12.49,18.78,1,1,3,0,1
1,17.75,1,9,5,0,5,0,4,4.77,38.31,3,0,0,0,0
1,9.0,0,2,5,0,1,1,0,10.1,26.69,1,0,0,0,1
0,5.2,0,2,4,0,0,0,10,6.79,9.29,9,0,0,0,1
0,46.95,4,8,0,0,5,0,4,7.4,38.42,2,0,0,0,3
1,3.41,5,8,5,0,1,0,9,6.63,4.6,1,0,0,0,0
1,4.72,2,4,5,0,5,0,5,3.72,5.23,3,1,0,0,1
0,10.1,0,2,5,0,2,0,0,9.19,21.0,1,0,0,0,0
1,5.43,1,2,0,0,6,1,4,5.22,11.3,0,0,0,0,0
0,1.06,5,0,6,0,1,0,9,2.84,1.11,1,0,0,0,2
0,5.08,0,9,0,1,5,0,4,4.85,11.65,0,0,0,0,1
1,3.71,5,8,2,0,4,0,5,4.41,3.58,1,1,7,1,1
0,1.79,0,2,0,0,0,0,0,6.28,2.67,0,0,0,0,0
1,4.63,0,2,0,0,1,0,4,6.17,7.82,6,0,0,2,0
1,11.11,1,2,3,0,2,0,0,9.32,12.38,1,0,0,3,1
0,7.44,0,8,5,0,4,0,2,6.15,10.63,3,0,0,0,0
1,1.81,5,2,6,0,1,0,9,4.8,1.89,8,0,0,0,0
0,10.7,2,2,3,1,0,0,8,5.4,17.06,1,0,0,0,1
0,45.74,4,8,0,0,5,0,4,5.16,28.22,3,0,0,0,1
0,4.93,1,8,6,0,6,0,9,3.85,7.48,1,0,0,0,1
1,8.17,0,2,10,1,2,0,7,9.79,22.35,3,0,0,0,0
1,7.18,1,2,4,0,2,0,4,6.3,11.72,1,0,0,0,0
1,0.63,0,0,5,0,1,0,5,3.95,0.97,2,0,0,0,0
1,17.09,1,5,7,0,4,0,0,17.73,17.55,1,1,3,0,1
1,1.48,0,2,5,0,1,0,6,4.87,2.61,3,0,0,2,1
0,3.18,0,5,2,0,1,0,11,5.28,7.11,4,0,0,1,1
1,1.23,0,3,0,0,3,2,3,3.29,5.47,0,0,0,0,0
0,6.6,0,2,0,0,1,0,0,6.19,14.63,1,0,0,0,2
0,4.8,0,2,5,0,2,0,0,8.2,9.29,1,1,0,0,1
0,2.95,2,2,5,0,3,2,3,6.33,6.57,6,0,0,0,0
0,5.98,0,7,5,0,4,0,5,4.09,12.12,1,1,6,7,1
0,1.47,0,3,5,0,1,0,0,5.24,1.58,0,0,0,2,0
0,4.06,0,2,5,0,0,0,8,6.18,6.72,1,0,0,0,2
0,7.07,0,2,0,0,1,0,0,5.79,15.29,8,0,0,0,1
1,6.53,0,2,5,0,0,0,4,6.21,10.84,3,0,0,0,0
0,1.56,0,0,5,0,1,0,0,6.12,2.16,0,0,0,0,0
0,4.02,0,2,3,0,2,0,5,8.05,9.72,1,1,0,2,1
1,10.5,1,2,3,0,2,0,0,10.9,12.16,1,0,0,0,1
1,2.38,5,2,6,0,1,0,6,7.34,2.46,3,0,0,2,1
0,5.45,5,5,6,0,6,1,9,4.8,9.57,8,0,0,0,1
1,3.85,0,8,0,0,1,0,0,5.81,3.56,0,1,6,3,1
1,3.96,0,7,7,0,1,0,11,4.96,5.68,4,0,0,0,0
1,5.84,0,1,7,0,1,0,4,7.11,9.24,4,1,4,0,0
0,8.71,0,9,3,0,6,0,0,9.2,35.03,1,0,0,1,3
1,8.54,0,8,5,0,1,0,4,10.67,11.75,3,1,0,0,1
1,1.15,2,3,0,0,3,2,3,3.16,4.74,0,0,0,0,1
0,3.53,0,2,4,0,1,0,10,6.12,6.79,12,0,0,4,1
1,2.5,1,6,8,1,0,0,5,3.57,6.43,3,0,0,0,0
0,5.64,1,5,9,0,6,1,9,4.58,10.16,8,0,0,0,0
1,6.93,0,7,0,0,1,0,5,6.81,6.56,3,1,4,0,0
1,3.02,3,2,3,0,1,0,5,4.43,3.88,1,0,0,5,0
1,3.03,1,3,8,0,1,0,8,3.4,5.96,0,0,0,1,0
0,8.9,0,5,5,1,5,0,5,7.83,17.48,3,1,2,0,1
0,6.1,0,5,5,0,5,1,4,8.08,13.62,3,0,0,0,1
1,2.83,1,5,0,0,1,0,5,8.74,3.56,0,0,0,2,1
1,6.07,1,2,6,0,0,0,0,6.0,10.06,3,0,0,4,0
0,9.98,6,8,3,0,4,0,0,16.55,13.45,1,1,7,0,1
0,7.42,1,5,5,0,6,0,4,8.95,12.13,3,0,0,0,0
1,5.51,0,7,7,0,4,0,6,6.59,7.25,2,0,0,1,0
1,3.12,2,3,3,0,0,0,0,2.88,7.04,1,0,0,2,0
0,11.79,2,2,3,1,0,0,4,6.45,26.61,1,0,0,0,1
0,6.97,0,5,5,0,1,1,5,5.99,5.59,8,1,1,0,2
0,1.78,0,0,5,0,0,0,0,7.06,2.61,0,0,0,0,0
1,2.85,1,6,10,0,1,0,9,4.6,5.57,5,0,0,4,1
0,3.08,1,3,3,0,0,1,0,3.58,6.43,1,0,0,2,0
1,4.09,0,2,5,0,1,0,5,5.1,6.25,3,1,4,0,2
0,8.31,1,3,5,0,6,0,4,8.78,11.92,3,0,0,0,0
1,8.48,4,2,8,0,1,0,8,1.48,14.6,0,0,0,0,2
0,10.24,1,3,3,0,4,0,0,20.59,13.28,1,1,7,6,1
1,3.8,3,4,0,1,2,0,10,3.06,10.7,1,0,0,0,3
0,4.73,0,5,5,0,2,0,0,3.74,5.03,3,1,6,0,2
1,4.89,5,5,5,0,1,0,6,9.09,5.31,1,1,0,2,1
1,5.33,0,7,5,0,1,0,6,7.18,8.09,3,1,4,2,0
1,2.79,2,3,6,0,0,0,0,3.29,7.31,1,0,0,2,0
1,5.92,1,2,6,0,0,0,0,5.23,9.8,3,0,0,4,0
1,5.89,0,1,7,0,1,0,4,7.56,10.51,0,1,4,0,0
1,2.23,1,8,8,0,1,0,8,2.63,4.42,0,0,0,3,0
0,6.84,0,5,0,1,2,0,4,8.66,15.33,1,0,0,0,0
0,6.77,0,8,5,0,4,0,2,6.26,10.7,3,0,0,0,1
1,1.71,6,2,5,0,1,0,9,5.91,2.51,0,1,7,1,3
1,2.78,5,3,0,0,1,0,10,5.86,6.35,0,1,4,0,0
1,15.67,2,2,4,1,0,0,5,5.06,25.01,8,0,0,4,1
0,4.57,5,0,6,0,1,1,9,6.55,3.55,3,0,0,0,0
0,3.28,2,2,5,0,3,2,3,6.2,6.59,6,0,0,0,0
0,4.83,0,2,6,0,1,1,5,5.96,4.79,8,1,1,0,0
0,6.04,2,10,5,0,3,2,3,8.88,67.58,3,0,0,0,1
1,9.56,1,2,3,0,2,0,0,9.4,10.75,1,0,0,0,1
0,6.86,0,9,5,1,5,0,4,7.26,14.66,0,0,0,0,0
1,4.97,1,10,5,0,2,1,11,6.07,4.99,0,0,0,0,1
0,7.08,0,2,2,0,2,0,0,5.32,17.62,1,0,0,0,1
0,7.81,1,3,5,0,6,0,0,6.07,9.14,1,0,0,1,1
1,2.58,4,2,6,0,3,2,3,3.88,14.29,8,0,0,0,0
1,8.8,6,0,5,0,4,0,0,8.61,17.16,1,1,2,0,1
0,4.03,2,2,5,0,3,2,3,6.67,8.55,6,0,0,0,0
0,6.98,0,2,2,0,2,0,0,5.94,14.48,1,0,0,0,1
0,6.68,0,8,5,0,4,0,0,6.22,10.43,3,0,0,0,1
1,6.84,0,5,5,0,2,0,0,11.43,6.74,3,0,0,0,0
0,4.19,0,3,5,0,5,0,5,6.25,11.48,4,0,0,0,1
1,7.43,5,2,3,0,4,0,0,13.57,13.78,1,1,7,0,0
0,9.01,0,2,5,0,5,1,4,7.04,13.49,3,0,0,3,0
1,6.67,2,9,7,1,0,0,0,7.07,9.2,4,0,0,0,0
1,4.18,0,8,5,0,1,0,0,5.34,3.5,0,1,6,0,1
0,12.19,2,2,3,1,0,0,2,4.83,26.94,1,0,0,0,1
0,1.33,3,0,5,0,1,0,9,4.85,1.31,8,0,0,0,0
0,10.88,0,3,7,0,1,1,0,9.4,16.92,3,1,0,0,2
1,3.96,0,2,1,0,2,0,0,4.34,6.01,1,0,0,0,1
0,9.31,1,1,1,0,1,0,1,5.2,20.45,1,1,0,0,0
0,13.88,0,8,5,1,4,0,0,10.27,17.94,1,1,0,0,1
1,1.6,5,5,5,0,1,0,5,3.85,1.26,3,0,0,3,0
0,5.87,1,3,1,0,2,0,0,6.69,9.69,3,0,0,4,0
1,4.26,4,3,0,0,3,2,3,0.0,0.0,7,1,0,0,3
1,8.6,2,2,0,1,0,0,8,4.61,12.22,1,1,0,0,0
1,13.0,1,2,6,0,4,0,0,11.09,16.44,1,1,3,0,1
0,5.71,1,3,8,0,0,1,8,5.45,12.1,1,0,0,0,2
1,9.55,0,9,0,0,1,0,4,14.07,22.3,6,1,6,0,1
0,17.86,6,6,5,0,5,0,4,14.22,60.12,3,0,0,0,0
0,5.55,1,3,5,0,2,0,0,7.31,10.38,3,0,0,4,0
0,14.89,2,1,6,0,0,0,0,8.25,22.46,1,0,0,4,2
0,6.85,0,2,5,0,1,0,0,6.15,13.74,8,0,0,0,1
0,6.09,0,2,5,0,4,0,0,12.51,12.57,1,0,0,0,0
1,6.47,0,2,0,0,6,1,4,5.49,14.22,0,0,0,0,0
1,13.16,1,2,5,0,4,0,0,11.54,18.21,1,1,7,0,1
1,8.44,0,2,5,0,6,0,9,6.47,8.61,3,0,0,0,0
1,18.96,2,4,3,1,0,1,0,8.41,30.65,1,0,0,0,1
0,1.14,1,0,5,1,1,0,0,6.04,1.04,3,0,0,3,1
1,1.7,0,4,5,0,1,0,5,4.04,1.7,3,0,0,0,3
0,8.93,0,2,0,0,5,0,4,7.2,14.14,0,1,0,0,1
1,7.96,0,3,5,0,6,0,9,6.9,8.86,3,0,0,0,2
0,3.91,0,2,3,0,0,0,10,6.11,6.27,1,0,0,4,0
1,8.31,0,8,0,0,1,0,4,8.82,10.64,3,1,0,0,1
0,4.37,0,2,3,0,2,0,5,7.88,8.68,3,1,0,2,1
0,8.22,0,6,0,0,3,2,3,7.47,18.39,0,0,0,0,1
1,0.7,0,0,0,0,1,0,4,3.45,0.74,1,0,0,0,1
1,6.29,0,1,7,0,1,0,0,9.17,11.03,0,1,4,0,0
1,3.36,0,4,5,0,6,0,2,3.48,2.92,3,0,0,2,1
0,5.15,0,5,0,1,2,0,4,7.06,14.43,1,0,0,0,1
1,10.9,0,8,0,0,1,0,8,13.26,25.49,6,1,6,0,0
1,3.22,1,3,8,0,1,0,4,3.55,6.06,0,0,0,1,0
0,15.31,0,2,9,0,1,1,4,8.16,21.37,1,0,0,0,2
0,9.25,0,1,0,0,2,0,0,7.84,25.96,1,0,0,0,0
0,4.07,0,9,5,0,5,0,4,4.79,10.09,3,0,0,0,0
0,11.21,1,2,11,0,6,0,1,8.09,21.85,5,0,0,0,0
0,3.24,5,8,5,0,1,0,5,6.68,3.13,1,0,0,0,3
0,6.13,2,9,8,0,0,1,8,6.36,12.91,1,0,0,0,2
0,4.45,0,2,5,0,5,0,5,5.39,10.07,3,0,0,0,0
1,7.61,0,9,7,1,0,0,0,6.66,7.63,4,0,0,0,0
0,9.88,6,3,3,0,4,0,0,14.87,12.46,1,1,7,2,1
1,5.61,1,2,5,0,2,0,4,4.7,14.12,0,0,0,0,0
1,11.42,1,2,5,0,4,0,0,11.2,15.86,1,1,7,0,1
1,4.27,0,2,2,0,1,0,0,3.23,12.56,0,0,0,0,0
0,9.63,0,2,5,1,5,0,4,8.35,22.2,3,0,0,0,1
1,3.23,1,9,5,0,2,0,4,4.52,2.97,3,0,0,4,0
1,4.65,2,2,10,0,1,0,0,4.4,7.58,0,0,0,0,1
1,1.29,1,3,0,0,3,2,3,3.58,6.25,0,0,0,0,0
1,4.2,3,7,0,0,1,0,5,6.63,7.48,1,0,0,0,1
1,2.72,4,3,0,0,3,2,3,0.0,0.0,7,1,0,0,2
0,12.81,2,2,3,1,0,0,2,6.53,26.13,1,0,0,0,1
1,9.34,1,8,10,0,6,0,4,7.22,20.4,4,0,0,0,0
1,3.07,5,9,4,0,1,0,4,5.2,5.31,0,0,0,0,1
1,5.19,0,5,8,0,1,0,4,6.35,7.6,6,0,0,2,1
0,5.94,0,2,5,0,4,0,0,12.53,12.32,1,0,0,0,0
0,5.74,0,8,5,0,4,0,0,4.97,9.05,3,0,0,0,0
0,9.67,1,2,5,1,1,0,0,11.92,16.4,1,1,3,0,0
1,18.0,2,2,6,1,0,0,5,5.23,25.67,3,0,0,2,1
1,5.87,0,3,5,1,6,1,10,6.63,15.32,3,0,0,0,0
0,11.24,1,1,1,0,1,0,1,5.33,22.26,1,1,0,0,0
1,9.24,0,2,5,1,2,0,7,10.31,20.87,8,0,0,0,0
1,9.97,1,2,3,0,2,0,0,9.34,10.38,1,0,0,3,0
1,1.4,0,2,5,0,1,0,6,5.11,2.5,3,0,0,2,1
1,3.26,0,5,8,0,1,0,4,5.58,6.21,6,0,0,2,0
0,9.53,0,2,0,0,5,0,4,8.37,15.84,0,1,0,0,0
0,9.48,0,1,11,0,2,0,0,8.4,26.38,1,0,0,0,1
1,1.65,0,2,5,0,1,0,5,5.65,2.57,3,0,0,2,0
0,15.46,6,9,7,0,5,0,0,13.97,33.58,1,0,0,0,0
1,2.18,0,5,5,0,1,0,5,4.14,5.41,6,1,4,0,2
1,6.69,0,2,0,0,2,0,4,4.21,12.34,0,0,0,0,0
1,4.52,5,5,11,0,6,0,9,5.89,8.24,12,1,7,1,0
0,9.37,6,7,5,1,4,0,2,8.76,17.67,1,1,2,4,0
0,5.32,0,5,5,0,1,1,5,5.22,3.34,1,1,1,0,0
0,6.25,0,5,5,0,1,1,5,5.32,4.74,8,1,1,0,1
0,6.23,2,2,5,0,1,0,0,3.26,18.62,3,0,0,0,1
1,3.32,0,3,8,0,1,0,4,5.76,7.1,6,0,0,2,1
1,7.61,0,2,5,0,6,0,5,5.73,7.77,3,0,0,0,0
1,7.54,1,5,7,0,2,1,0,6.93,18.49,1,0,0,0,1
0,10.07,2,2,3,1,0,0,4,5.1,23.74,1,0,0,0,0
0,6.7,1,2,2,0,2,0,0,5.99,11.01,1,0,0,0,1
1,3.02,0,8,5,0,1,0,0,4.91,3.44,3,1,6,0,1
1,3.39,4,2,3,0,3,2,3,5.06,27.19,1,1,0,5,0
1,8.59,2,2,8,1,0,0,8,5.0,12.82,1,1,0,0,0
1,1.38,0,2,5,0,1,0,5,4.88,2.27,3,0,0,2,0
1,9.3,1,5,4,0,1,0,0,11.45,17.82,1,1,2,0,1
1,1.07,0,0,3,0,1,1,0,3.39,1.53,3,0,0,0,1
1,2.71,5,8,5,0,1,0,0,4.81,4.21,1,0,0,0,0
1,3.92,1,2,3,0,2,0,2,7.95,4.18,3,0,0,0,0
0,21.65,6,2,5,0,5,0,4,14.4,83.97,3,0,0,0,1
1,7.43,1,6,2,0,6,0,2,4.66,9.84,10,0,0,0,0
1,7.15,0,2,7,0,2,1,0,7.01,17.74,1,0,0,0,0
0,4.82,1,3,1,0,2,0,0,5.53,8.73,3,0,0,4,0
1,8.38,0,7,0,0,1,0,5,8.11,8.92,3,1,4,2,1
0,5.98,0,5,0,1,2,0,4,7.06,14.02,1,0,0,0,0
1,7.84,0,6,2,0,6,0,2,4.1,9.75,10,0,0,0,0
0,8.76,1,2,3,0,0,0,4,2.35,13.53,1,0,0,0,0
1,8.59,1,6,2,0,6,0,2,5.2,10.46,10,0,0,0,0
1,3.14,4,2,6,0,3,2,3,4.02,14.04,3,0,0,0,1
1,7.29,0,1,7,0,1,0,5,8.9,10.85,3,1,4,0,0
0,4.35,0,2,5,0,2,0,0,7.67,8.52,1,1,0,2,0
0,19.24,6,9,8,0,5,0,0,17.74,35.43,1,0,0,0,1
0,9.95,0,8,7,0,1,0,0,6.82,24.2,3,1,7,0,0
0,9.83,0,2,5,1,1,0,0,10.83,20.62,1,1,3,0,0
1,6.83,4,4,0,0,1,0,4,1.49,14.84,0,0,0,0,2
0,8.81,1,9,3,0,6,0,0,6.84,30.78,1,0,0,1,3
0,4.08,0,9,0,1,5,0,4,7.5,13.84,0,0,0,0,1
1,6.87,0,5,7,0,2,1,0,6.3,17.6,1,0,0,0,1
1,2.65,1,3,3,0,0,0,0,3.18,7.56,1,0,0,2,1
0,5.99,0,5,5,0,2,0,5,6.15,6.48,3,1,6,0,0
0,5.9,0,2,6,1,5,0,9,12.54,25.31,1,0,0,0,0
1,10.08,0,2,5,1,2,0,7,7.99,19.23,8,0,0,0,0
1,5.87,3,1,0,1,2,0,4,7.71,13.48,1,0,0,0,0
1,2.34,2,3,6,0,0,0,0,2.76,6.65,1,0,0,2,0
0,6.4,2,6,0,0,3,2,3,4.74,15.22,0,0,0,0,0
0,6.29,0,5,0,1,2,0,4,6.36,12.25,1,0,0,0,0
1,8.83,6,8,3,0,1,0,6,14.05,18.27,1,0,0,0,0
0,3.36,1,0,5,0,1,1,9,3.91,2.66,8,0,0,0,0
0,17.21,0,2,3,0,1,1,4,8.32,24.15,1,0,0,0,1
0,11.78,2,2,3,1,0,0,4,5.72,28.05,1,0,0,0,0
1,8.88,0,2,3,0,2,0,0,11.04,12.94,1,0,0,0,0
1,18.38,0,9,9,0,5,0,4,4.39,35.22,3,0,0,0,2
0,4.22,1,2,5,0,0,0,8,5.37,7.24,6,0,0,0,0
1,8.44,1,5,7,0,2,1,0,6.66,17.95,1,0,0,0,1
1,1.65,6,2,5,0,1,0,5,6.61,2.27,0,1,7,1,3
1,20.83,2,4,3,1,0,1,5,6.82,27.64,1,0,0,0,2
0,9.13,6,3,3,1,4,0,9,9.82,16.76,1,1,1,1,1
0,6.02,0,2,0,0,5,0,4,6.26,13.86,0,1,0,0,1
0,7.17,1,3,1,0,0,1,8,6.46,13.38,1,0,0,1,0
0,7.79,1,2,5,0,6,0,2,8.1,21.57,5,0,0,0,0
1,6.12,1,2,7,0,2,1,0,4.75,15.27,1,0,0,0,0
1,0.57,0,0,0,0,1,0,4,3.4,0.65,0,0,0,0,1
0,12.2,2,2,3,1,0,0,2,6.57,23.5,1,0,0,0,1
1,7.25,0,8,3,1,1,0,9,8.28,14.77,1,1,1,2,1
1,8.18,1,2,5,0,2,0,0,9.94,12.17,1,0,0,3,0
1,1.89,3,5,0,0,1,0,4,7.4,2.97,0,0,0,2,1
1,5.03,0,5,8,0,1,0,5,5.32,6.98,3,1,4,0,0
1,15.9,2,4,5,0,0,0,4,6.26,38.75,3,0,0,0,0
1,2.77,4,3,4,0,3,2,3,0.0,0.0,7,1,0,0,2
1,6.12,1,5,5,0,2,0,0,13.15,7.29,3,0,0,0,0
1,3.59,5,6,10,0,1,0,9,4.97,5.9,5,0,0,4,0
0,6.89,0,6,0,0,3,2,3,5.75,14.62,0,0,0,0,0
1,6.22,3,4,3,1,2,0,10,5.87,12.97,1,0,0,0,1
1,6.98,0,2,6,0,0,0,0,5.49,10.56,3,0,0,0,2
1,13.17,1,2,6,0,4,0,0,10.79,13.18,1,1,7,0,1
1,7.63,2,9,7,1,0,0,0,6.09,9.2,4,0,0,0,1
0,19.47,6,2,5,0,5,0,0,17.84,64.59,3,0,0,0,0
0,9.93,2,3,10,0,2,0,5,6.43,20.28,3,0,0,0,2
1,1.63,0,4,5,0,1,0,5,4.32,1.63,3,0,0,0,3
1,7.91,1,6,2,0,6,0,2,5.17,10.67,10,0,0,0,0
1,3.36,0,2,2,0,1,0,10,3.19,11.77,0,0,0,0,0
1,3.62,1,4,3,0,6,0,2,3.98,3.04,3,0,0,2,1
0,4.37,0,2,5,0,2,0,5,7.83,9.81,1,1,0,0,3
0,7.67,1,2,5,0,6,0,5,8.56,11.69,3,0,0,0,0
0,6.6,0,2,6,0,1,1,5,5.78,5.37,1,1,1,0,0
1,2.68,1,3,8,0,0,0,8,2.89,5.5,0,0,0,3,0
1,0.6,0,2,8,0,0,0,8,4.11,0.87,6,0,0,2,1
1,2.5,0,0,7,0,1,0,2,7.48,2.67,1,0,0,0,1
0,7.78,0,2,0,1,2,0,4,7.3,14.88,1,0,0,0,1
1,22.63,0,4,3,1,0,1,0,8.95,33.4,1,0,0,0,0
0,7.74,2,10,3,0,0,0,0,3.31,8.23,1,0,0,0,1
1,8.41,2,2,4,1,0,0,8,5.39,12.89,1,1,0,0,0
1,15.39,1,4,3,1,0,1,0,5.72,24.14,1,0,0,0,1
0,12.41,1,2,1,0,0,0,4,2.44,15.12,1,0,0,0,0
1,9.42,0,2,5,0,5,0,2,10.49,29.08,3,0,0,0,0
1,6.28,0,7,0,0,1,0,5,8.19,8.09,3,1,4,0,0
1,0.76,0,0,7,0,1,0,2,4.16,0.98,2,0,0,0,0
1,9.66,2,2,8,1,0,0,8,4.25,11.81,1,1,0,0,1
1,7.29,1,2,0,0,2,0,5,6.18,10.05,1,0,0,0,1
1,1.6,5,0,0,0,1,0,5,6.15,2.62,3,0,0,2,1
0,9.29,1,1,1,0,1,0,1,4.68,19.5,1,1,0,0,0
1,4.68,2,2,7,1,0,0,0,4.89,4.96,4,0,0,0,0
1,4.11,1,6,10,0,1,0,7,5.75,5.74,5,0,0,4,0
0,3.12,5,8,5,0,1,0,6,6.84,3.42,1,0,0,0,1
1,6.88,0,1,7,0,1,0,5,8.8,11.13,0,1,4,0,0
1,2.81,4,10,6,0,3,2,3,0.0,0.0,7,0,0,0,1
1,7.54,2,2,5,0,2,0,4,4.97,13.27,0,0,0,0,0
1,4.95,0,2,3,0,1,0,0,3.84,12.1,0,0,0,0,0
0,10.85,1,3,7,0,1,1,0,8.64,14.8,3,1,0,0,2
0,6.56,2,10,3,0,0,0,0,3.48,9.27,1,0,0,2,1
1,3.13,0,8,0,0,1,0,0,5.76,3.6,0,1,6,2,0
0,7.03,0,5,0,1,2,0,4,7.77,14.35,1,0,0,0,1
0,1.5,0,2,0,0,0,0,0,6.21,1.89,0,0,0,0,1
0,1.45,1,6,6,0,1,1,6,5.19,2.57,1,0,0,2,2
0,10.01,2,2,8,1,0,0,8,5.71,15.63,1,0,0,0,0
1,3.2,0,4,5,0,6,0,2,3.93,2.95,3,0,0,2,0
1,15.39,1,5,8,0,4,0,0,18.63,18.01,1,1,2,0,0
0,4.56,0,2,11,0,1,0,10,6.78,7.9,12,0,0,4,0
